"match_type","match_id","team_id","inning","bowler","bowler_name","total_score","balls_bowled","runs_given","expected_runs_given","wickets","smart_wickets","dot_balls","smart_dot_balls_per_over"
"T20","734037",91,2,8326,"Parvez Rasool","18.000","6","22","9.072","0","0.00","0","0.00"
"T20","734039",85,1,1257,"Karanveer Singh","59.000","132","22","181.882","110","132.80","116","6.90"
"T20","734039",85,1,1431,"P Awana","92.000","316","15","531.196","300","457.92","310","5.89"
"T20","734039",85,1,2177,"R Dhawan","36.000","71","22","90.739","48","67.20","58","6.13"
"T20","734039",85,1,2598,"AR Patel","42.500","71","28","127.107","49","23.52","59","7.25"
"T20","734039",85,1,14059,"MG Johnson","71.500","154","27","260.118","137","198.80","144","6.08"
"T20","734039",87,2,1689,"JD Unadkat","90.000","161","3","270.641","150","242.88","159","5.93"
"T20","734039",87,2,2619,"JP Duminy","24.000","12","15","16.159","0","0.00","5","3.13"
"T20","734039",87,2,8064,"Mohammed Shami","74.500","141","26","240.383","124","208.32","132","5.62"
"T20","734039",87,2,8367,"JDS Neesham","16.000","6","14","10.086","0","0.00","3","3.00"
"T20","734039",87,2,9017,"S Nadeem","10.000","12","24","16.159","0","0.00","2","1.25"
"T20","734039",87,2,9930,"Imran Tahir","49.000","72","32","91.982","50","68.80","57","5.94"
"T20","734041",86,1,3981,"JJ Bumrah","55.000","90","30","182.761","67","91.80","77","6.25"
"T20","734041",86,1,6136,"PP Ojha","29.000","24","31","56.354","0","0.00","10","3.25"
"T20","734041",86,1,7006,"S Gopal","83.000","162","36","437.274","145","199.40","147","6.81"
"T20","734041",86,1,7945,"CJ Anderson","35.000","12","14","30.048","0","0.00","7","3.50"
"T20","734041",86,1,7983,"Harbhajan Singh","77.000","181","43","446.978","158","260.64","164","5.47"
"T20","734041",86,1,9593,"KA Pollard","60.000","66","33","174.409","49","37.28","52","7.02"
"T20","734041",94,2,3804,"SR Watson","19.000","12","33","26.136","0","0.00","2","1.00"
"T20","734041",94,2,4850,"KK Cooper","84.000","263","38","646.816","241","361.68","248","5.69"
"T20","734041",94,2,6062,"PV Tambe","34.000","12","25","24.076","0","0.00","2","1.25"
"T20","734041",94,2,7374,"JP Faulkner","28.500","22","54","50.420","0","0.00","5","1.36"
"T20","734041",94,2,12111,"DS Kulkarni","92.000","317","42","621.432","301","428.48","306","7.06"
"T20","734043",87,2,5214,"M Morkel","61.667","203","23","251.872","181","249.96","194","6.72"
"T20","734043",87,2,7210,"Shakib Al Hasan","31.667","45","43","70.077","22","13.76","28","5.37"
"T20","734043",87,2,8757,"PP Chawla","47.778","160","23","176.800","137","179.00","144","6.75"
"T20","734043",87,2,9003,"SP Narine","17.778","24","30","35.406","0","0.00","9","3.00"
"T20","734043",87,2,11714,"UT Yadav","89.444","330","13","438.165","309","446.08","322","6.92"
"T20","734043",91,1,1257,"Karanveer Singh","80.556","396","40","514.579","375","445.96","379","7.69"
"T20","734043",91,1,1431,"P Awana","19.444","24","33","34.464","0","0.00","10","2.88"
"T20","734043",91,1,2177,"R Dhawan","11.111","24","44","32.130","0","0.00","6","1.88"
"T20","734043",91,1,2598,"AR Patel","89.444","373","11","417.775","351","484.20","365","7.33"
"T20","734043",91,1,14059,"MG Johnson","67.778","205","31","312.030","183","285.04","191","6.08"
"T20","734045",94,1,1656,"SK Raina","20.909","6","13","7.818","0","0.00","1","1.25"
"T20","734045",94,1,4168,"R Ashwin","49.818","66","26","85.998","43","53.40","54","6.14"
"T20","734045",94,1,6720,"MM Sharma","100.000","528","42","1025.268","507","523.04","511","8.69"
"T20","734045",94,1,8640,"A Nehra","84.182","224","34","433.684","202","197.44","209","8.32"
"T20","734045",94,1,12869,"IC Pandey","34.909","18","25","28.950","0","0.00","8","2.92"
"T20","734045",94,1,14658,"RA Jadeja","66.545","122","31","184.686","100","126.12","104","6.82"
"T20","734045",96,2,3981,"JJ Bumrah","34.455","22","40","39.790","0","0.00","8","2.93"
"T20","734045",96,2,6136,"PP Ojha","72.364","150","34","199.308","133","181.40","138","6.90"
"T20","734045",96,2,7945,"CJ Anderson","25.455","18","35","30.253","0","0.00","5","1.92"
"T20","734045",96,2,7983,"Harbhajan Singh","88.182","260","27","341.386","238","322.40","246","7.10"
"T20","734045",96,2,9593,"KA Pollard","44.727","6","10","15.568","0","0.00","1","1.50"
"T20","734045",96,2,13369,"P Kumar","40.727","24","27","39.516","0","0.00","8","2.00"
"T20","734047",87,1,4168,"R Ashwin","69.000","173","44","271.164","150","202.40","155","6.72"
"T20","734047",87,1,6720,"MM Sharma","60.500","154","46","351.974","131","133.92","136","7.89"
"T20","734047",87,1,8640,"A Nehra","84.000","181","51","410.767","159","174.24","164","8.08"
"T20","734047",87,1,12869,"IC Pandey","35.500","73","35","125.147","50","68.80","60","6.04"
"T20","734047",87,1,14658,"RA Jadeja","10.000","24","48","42.842","0","0.00","5","1.63"
"T20","734047",96,2,1257,"Karanveer Singh","13.000","24","32","38.300","0","0.00","6","1.88"
"T20","734047",96,2,1431,"P Awana","87.000","263","59","416.010","241","283.40","248","7.06"
"T20","734047",96,2,2598,"AR Patel","51.500","109","23","241.949","86","56.00","95","7.80"
"T20","734047",96,2,10490,"GJ Maxwell","19.000","6","4","9.192","0","0.00","3","3.75"
"T20","734047",96,2,11849,"Sandeep Sharma","56.500","114","32","235.040","97","152.40","102","5.38"
"T20","734047",96,2,14059,"MG Johnson","78.000","164","44","351.351","141","234.48","148","5.51"
"T20","734049",87,1,5214,"M Morkel","28.889","24","40","42.408","0","0.00","9","2.25"
"T20","734049",87,1,7210,"Shakib Al Hasan","37.222","24","26","33.552","0","0.00","8","2.50"
"T20","734049",87,1,8757,"PP Chawla","86.667","222","44","451.320","200","216.96","205","8.28"
"T20","734049",87,1,9003,"SP Narine","54.444","58","46","111.145","35","53.04","44","4.76"
"T20","734049",87,1,11714,"UT Yadav","70.556","147","39","282.307","124","208.32","133","5.49"
"T20","734049",91,2,1257,"Karanveer Singh","92.222","513","54","852.658","493","610.16","498","7.82"
"T20","734049",91,2,1431,"P Awana","20.000","21","43","37.335","0","0.00","3","1.07"
"T20","734049",91,2,2598,"AR Patel","45.556","24","21","43.933","0","0.00","10","3.19"
"T20","734049",91,2,10278,"L Balaji","30.556","24","41","39.456","0","0.00","6","1.69"
"T20","734049",91,2,14059,"MG Johnson","87.222","352","41","693.769","330","464.48","336","6.89"
"T20","829705",91,2,3726,"R Vinay Kumar","44.000","21","21","33.975","0","0.00","11","3.43"
"T20","829705",91,2,3981,"JJ Bumrah","82.818","170","38","224.603","153","213.80","159","7.01"
"T20","829705",91,2,6136,"PP Ojha","25.000","12","23","15.264","0","0.00","1","0.63"
"T20","829705",91,2,7945,"CJ Anderson","90.909","207","21","356.040","196","325.92","200","5.80"
"T20","829705",91,2,7983,"Harbhajan Singh","72.455","178","38","226.416","155","212.60","158","6.66"
"T20","829705",91,2,9229,"SL Malinga","51.636","24","27","42.484","0","0.00","12","3.50"
"T20","829705",94,1,5214,"M Morkel","98.182","317","18","542.552","295","478.80","308","5.84"
"T20","829705",94,1,7210,"Shakib Al Hasan","66.909","49","48","91.159","26","40.32","32","4.10"
"T20","829705",94,1,8757,"PP Chawla","33.545","12","16","15.264","0","0.00","3","1.88"
"T20","829705",94,1,9003,"SP Narine","48.364","24","28","34.302","0","0.00","10","3.19"
"T20","829705",94,1,10809,"AD Russell","43.909","18","21","26.670","0","0.00","7","3.00"
"T20","829705",94,1,11714,"UT Yadav","29.545","18","36","28.272","0","0.00","6","2.00"
"T20","829707",85,2,4168,"R Ashwin","8.000","43","25","57.800","20","10.24","27","5.48"
"T20","829707",85,2,6720,"MM Sharma","22.000","105","33","114.604","82","99.60","89","6.26"
"T20","829707",85,2,7789,"DJ Bravo","64.000","179","36","197.631","157","198.68","161","6.89"
"T20","829707",85,2,8640,"A Nehra","81.000","260","25","359.883","239","391.92","248","5.73"
"T20","829707",85,2,12869,"IC Pandey","45.500","109","30","156.535","86","113.60","94","6.47"
"T20","829707",96,1,2515,"DJ Muthuswami","52.000","136","18","204.856","119","103.20","128","8.36"
"T20","829707",96,1,2619,"JP Duminy","61.000","152","15","155.601","141","195.40","144","7.11"
"T20","829707",96,1,4906,"NM Coulter-Nile","99.000","596","30","856.443","575","797.36","586","7.11"
"T20","829707",96,1,6075,"A Mishra","79.000","202","21","297.802","179","199.40","188","6.98"
"T20","829707",96,1,9930,"Imran Tahir","39.500","120","27","125.052","97","127.00","104","6.50"
"T20","829707",96,1,11261,"JA Morkel","0.000","18","28","23.977","0","0.00","7","2.58"
"T20","829709",86,1,1257,"Karanveer Singh","15.000","24","43","26.352","0","0.00","4","1.25"
"T20","829709",86,1,2598,"AR Patel","41.000","90","34","135.939","67","110.16","75","5.15"
"T20","829709",86,1,6001,"Anureet Singh","99.000","317","23","493.365","296","392.24","305","7.07"
"T20","829709",86,1,11849,"Sandeep Sharma","59.000","168","19","248.256","145","239.28","157","5.62"
"T20","829709",86,1,14059,"MG Johnson","68.000","212","34","241.524","190","244.40","204","7.22"
"T20","829709",87,2,1114,"TG Southee","80.500","249","36","389.058","227","290.40","238","7.04"
"T20","829709",87,2,6062,"PV Tambe","23.000","18","15","19.764","0","0.00","7","2.92"
"T20","829709",87,2,7374,"JP Faulkner","88.500","242","26","369.684","221","298.72","229","6.60"
"T20","829709",87,2,10877,"STR Binny","17.500","12","15","15.372","0","0.00","6","3.75"
"T20","829709",87,2,12111,"DS Kulkarni","55.000","154","21","175.221","137","179.00","146","7.04"
"T20","829709",87,2,14460,"CH Morris","32.000","24","21","36.675","0","0.00","14","4.56"
"T20","829711",84,2,4168,"R Ashwin","64.364","112","22","158.704","89","111.80","97","6.50"
"T20","829711",84,2,6720,"MM Sharma","94.545","366","36","702.462","344","574.56","350","5.74"
"T20","829711",84,2,7789,"DJ Bravo","69.273","89","25","183.547","67","53.60","71","7.13"
"T20","829711",84,2,8640,"A Nehra","44.000","24","31","51.424","0","0.00","8","2.25"
"T20","829711",84,2,12869,"IC Pandey","83.727","218","26","308.906","201","281.40","207","7.12"
"T20","829711",84,2,14658,"RA Jadeja","25.000","6","17","12.702","0","0.00","0","0.00"
"T20","829711",96,1,1001,"KV Sharma","44.364","24","51","41.202","0","0.00","8","2.38"
"T20","829711",96,1,2615,"B Kumar","56.909","24","31","50.145","0","0.00","13","3.50"
"T20","829711",96,1,5213,"I Sharma","28.182","18","46","35.166","0","0.00","6","2.17"
"T20","829711",96,1,7129,"RS Bopara","49.273","24","29","42.408","0","0.00","7","2.31"
"T20","829711",96,1,8326,"Parvez Rasool","38.091","6","11","8.502","0","0.00","3","3.75"
"T20","829711",96,1,9640,"TA Boult","91.364","259","34","543.607","236","235.52","247","8.49"
"T20","829713",91,1,582,"VR Aaron","73.917","178","38","337.828","155","158.24","164","8.20"
"T20","829713",91,1,1437,"SA Abbott","16.250","18","36","28.698","0","0.00","3","1.08"
"T20","829713",91,1,2434,"AN Ahmed","83.333","219","28","289.287","196","271.60","203","6.95"
"T20","829713",91,1,4983,"YS Chahal","56.750","176","28","231.044","153","213.80","160","6.82"
"T20","829713",91,1,11035,"DJG Sammy","26.083","6","7","7.746","0","0.00","2","2.50"
"T20","829713",91,1,14334,"HV Patel","66.167","157","37","302.403","134","138.56","142","8.06"
"T20","829713",92,2,3420,"YK Pathan","83.750","334","40","435.022","312","405.60","317","7.12"
"T20","829713",92,2,5214,"M Morkel","90.417","283","35","495.216","260","428.16","270","5.72"
"T20","829713",92,2,7210,"Shakib Al Hasan","44.167","42","17","59.979","31","35.00","36","6.50"
"T20","829713",92,2,8757,"PP Chawla","17.917","6","10","7.746","0","0.00","1","1.25"
"T20","829713",92,2,9003,"SP Narine","32.500","24","26","40.272","0","0.00","10","2.75"
"T20","829713",92,2,10809,"AD Russell","25.833","12","16","15.492","0","0.00","5","3.13"
"T20","829713",92,2,13633,"KC Cariappa","70.833","195","28","254.475","184","255.60","186","7.14"
"T20","829715",85,1,1114,"TG Southee","46.182","24","36","41.035","0","0.00","4","1.06"
"T20","829715",85,1,6062,"PV Tambe","73.273","132","18","219.732","115","187.92","122","5.59"
"T20","829715",85,1,6600,"DJ Hooda","55.636","24","20","36.711","0","0.00","9","2.75"
"T20","829715",85,1,7374,"JP Faulkner","36.727","24","55","39.001","0","0.00","7","2.25"
"T20","829715",85,1,12111,"DS Kulkarni","25.909","6","18","10.230","0","0.00","1","1.00"
"T20","829715",85,1,14460,"CH Morris","91.818","274","35","446.019","252","307.80","260","7.88"
"T20","829715",86,2,1581,"Yuvraj Singh","28.636","6","11","7.566","0","0.00","0","0.00"
"T20","829715",86,2,1689,"JD Unadkat","39.455","18","30","28.026","0","0.00","7","2.42"
"T20","829715",86,2,4906,"NM Coulter-Nile","46.182","24","42","43.878","0","0.00","9","2.25"
"T20","829715",86,2,6075,"A Mishra","77.818","213","32","275.476","191","258.60","197","6.94"
"T20","829715",86,2,7881,"AD Mathews","69.273","168","42","283.447","145","239.28","149","5.33"
"T20","829715",86,2,9930,"Imran Tahir","99.091","382","28","672.978","362","425.24","368","7.76"
"T20","829717",87,1,3685,"J Suchith","54.500","173","41","212.358","150","202.40","154","6.69"
"T20","829717",87,1,3726,"R Vinay Kumar","24.000","24","46","39.972","0","0.00","8","2.13"
"T20","829717",87,1,7983,"Harbhajan Singh","81.000","248","20","297.600","226","316.00","233","7.05"
"T20","829717",87,1,9229,"SL Malinga","68.500","181","34","321.578","159","192.76","165","7.02"
"T20","829717",87,1,9593,"KA Pollard","13.500","6","11","7.200","0","0.00","1","1.25"
"T20","829717",87,1,11867,"P Suyal","31.000","18","22","32.027","0","0.00","9","3.17"
"T20","829717",94,2,2177,"R Dhawan","19.000","24","50","36.551","0","0.00","7","2.25"
"T20","829717",94,2,2598,"AR Patel","63.000","241","30","292.758","219","266.60","226","7.03"
"T20","829717",94,2,6001,"Anureet Singh","51.000","148","41","262.490","126","104.64","137","7.66"
"T20","829717",94,2,11849,"Sandeep Sharma","91.500","289","12","466.509","266","445.92","280","5.83"
"T20","829717",94,2,14059,"MG Johnson","80.500","317","23","433.026","295","429.92","310","6.79"
"T20","829719",84,2,582,"VR Aaron","31.182","20","36","36.565","0","0.00","7","2.18"
"T20","829719",84,2,1437,"SA Abbott","35.636","12","21","22.476","0","0.00","3","1.88"
"T20","829719",84,2,2434,"AN Ahmed","45.091","24","41","49.758","0","0.00","12","3.31"
"T20","829719",84,2,4983,"YS Chahal","88.182","322","28","453.324","300","418.00","302","7.03"
"T20","829719",84,2,11035,"DJG Sammy","19.091","12","18","16.740","0","0.00","1","0.63"
"T20","829719",84,2,14334,"HV Patel","24.000","12","23","21.572","0","0.00","4","2.38"
"T20","829719",92,1,1001,"KV Sharma","70.636","241","20","336.195","218","282.00","225","7.00"
"T20","829719",92,1,1567,"A Ashish Reddy","55.364","36","11","75.024","31","35.00","32","6.67"
"T20","829719",92,1,2615,"B Kumar","36.818","39","30","80.984","18","8.96","27","5.69"
"T20","829719",92,1,7129,"RS Bopara","91.818","370","31","517.545","354","480.40","358","7.26"
"T20","829719",92,1,9640,"TA Boult","78.727","242","36","510.392","221","227.04","233","8.52"
"T20","829719",92,1,13369,"P Kumar","65.727","187","34","347.978","164","275.52","176","5.74"
"T20","829721",86,2,3685,"J Suchith","18.333","24","31","28.344","0","0.00","4","1.25"
"T20","829721",86,2,3726,"R Vinay Kumar","89.167","162","13","258.714","145","239.28","155","5.74"
"T20","829721",86,2,7006,"S Gopal","76.833","173","23","204.897","161","223.00","162","7.02"
"T20","829721",86,2,7945,"CJ Anderson","30.083","12","12","14.172","0","0.00","5","3.13"
"T20","829721",86,2,9229,"SL Malinga","57.833","109","41","139.414","86","109.20","92","6.36"
"T20","829721",86,2,11867,"P Suyal","24.833","24","45","45.471","0","0.00","6","1.75"
"T20","829721",94,1,1114,"TG Southee","81.250","199","46","349.219","176","170.56","186","8.28"
"T20","829721",94,1,6062,"PV Tambe","38.333","37","25","47.201","20","28.00","24","4.86"
"T20","829721",94,1,6600,"DJ Hooda","29.167","6","3","7.086","0","0.00","3","3.75"
"T20","829721",94,1,7374,"JP Faulkner","19.167","18","29","24.762","0","0.00","11","4.75"
"T20","829721",94,1,10877,"STR Binny","94.167","277","8","329.633","266","371.60","273","7.38"
"T20","829721",94,1,12111,"DS Kulkarni","72.083","150","15","238.235","133","221.04","142","5.69"
"T20","829721",94,1,14460,"CH Morris","56.667","66","34","108.474","43","42.72","55","7.18"
"T20","829723",91,2,6720,"MM Sharma","75.000","176","22","276.606","153","256.56","166","5.73"
"T20","829723",91,2,7789,"DJ Bravo","14.091","12","27","17.340","0","0.00","2","1.38"
"T20","829723",91,2,8640,"A Nehra","28.000","24","36","39.840","0","0.00","11","2.88"
"T20","829723",91,2,10277,"RG More","52.455","156","31","188.255","134","173.20","136","6.56"
"T20","829723",91,2,14129,"P Negi","64.636","178","23","207.461","155","212.60","162","6.83"
"T20","829723",91,2,14658,"RA Jadeja","19.000","12","25","17.340","0","0.00","1","0.63"
"T20","829723",96,1,3420,"YK Pathan","20.455","12","11","13.908","0","0.00","4","2.50"
"T20","829723",96,1,8757,"PP Chawla","73.364","259","21","302.623","236","294.40","250","7.22"
"T20","829723",96,1,10809,"AD Russell","57.091","167","20","282.213","145","116.32","154","8.25"
"T20","829723",96,1,11714,"UT Yadav","82.818","217","16","339.822","206","344.16","213","5.89"
"T20","829723",96,1,12794,"PJ Cummins","42.636","120","54","193.032","97","152.40","104","5.25"
"T20","829723",96,1,14186,"GB Hogg","96.364","507","29","824.883","487","637.60","497","7.17"
"T20","829725",85,2,2177,"R Dhawan","37.583","18","23","27.716","0","0.00","5","2.17"
"T20","829725",85,2,2598,"AR Patel","59.500","104","28","172.952","82","79.68","90","7.69"
"T20","829725",85,2,6001,"Anureet Singh","92.083","278","33","482.152","256","278.08","266","8.54"
"T20","829725",85,2,10490,"GJ Maxwell","20.000","6","10","6.942","0","0.00","1","1.25"
"T20","829725",85,2,11849,"Sandeep Sharma","72.250","134","30","211.957","111","186.00","122","5.51"
"T20","829725",85,2,14059,"MG Johnson","28.167","24","42","31.373","0","0.00","6","1.75"
"T20","829725",87,1,1581,"Yuvraj Singh","22.500","6","9","8.099","0","0.00","0","0.00"
"T20","829725",87,1,2515,"DJ Muthuswami","32.083","18","24","28.170","0","0.00","8","2.67"
"T20","829725",87,1,2619,"JP Duminy","87.917","271","16","397.657","261","316.80","263","8.04"
"T20","829725",87,1,4906,"NM Coulter-Nile","39.583","18","14","27.287","0","0.00","13","4.58"
"T20","829725",87,1,6075,"A Mishra","56.667","154","34","182.767","131","167.40","135","6.57"
"T20","829725",87,1,7881,"AD Mathews","62.917","119","23","182.496","102","170.88","108","5.50"
"T20","829725",87,1,9930,"Imran Tahir","96.667","309","43","530.829","288","319.84","291","7.75"
"T20","829727",84,1,1114,"TG Southee","49.167","24","30","28.903","0","0.00","11","3.00"
"T20","829727",84,1,6062,"PV Tambe","84.167","205","21","228.135","183","212.28","193","7.77"
"T20","829727",84,1,6600,"DJ Hooda","55.833","12","11","16.369","0","0.00","6","3.25"
"T20","829727",84,1,7374,"JP Faulkner","31.667","12","20","12.432","0","0.00","5","3.13"
"T20","829727",84,1,10877,"STR Binny","35.000","12","12","10.656","0","0.00","4","2.50"
"T20","829727",84,1,12111,"DS Kulkarni","96.667","360","9","431.370","344","574.56","355","5.93"
"T20","829727",84,1,14460,"CH Morris","42.083","18","23","20.496","0","0.00","10","4.17"
"T20","829727",86,2,1001,"KV Sharma","66.167","141","19","125.208","124","166.80","130","6.91"
"T20","829727",86,2,1567,"A Ashish Reddy","42.750","6","5","7.962","0","0.00","2","2.50"
"T20","829727",86,2,2615,"B Kumar","47.167","24","25","29.580","0","0.00","10","2.63"
"T20","829727",86,2,7129,"RS Bopara","89.167","234","18","210.426","212","291.20","222","7.13"
"T20","829727",86,2,9640,"TA Boult","81.833","184","31","242.111","161","178.40","171","8.23"
"T20","829727",86,2,13369,"P Kumar","36.667","24","30","27.913","0","0.00","9","2.75"
"T20","829729",94,1,4168,"R Ashwin","19.091","6","13","9.588","0","0.00","2","2.50"
"T20","829729",94,1,6720,"MM Sharma","49.818","123","43","204.660","100","80.40","105","6.40"
"T20","829729",94,1,7789,"DJ Bravo","95.455","382","30","907.100","360","366.08","365","8.60"
"T20","829729",94,1,8640,"A Nehra","88.727","463","23","849.938","442","656.72","452","6.72"
"T20","829729",94,1,12869,"IC Pandey","57.455","52","22","115.842","35","56.88","46","5.37"
"T20","829729",94,1,14658,"RA Jadeja","28.545","24","49","41.548","0","0.00","8","2.50"
"T20","829729",96,2,3685,"J Suchith","19.091","12","33","28.080","0","0.00","4","2.00"
"T20","829729",96,2,3726,"R Vinay Kumar","34.364","12","18","19.176","0","0.00","5","3.13"
"T20","829729",96,2,7983,"Harbhajan Singh","76.000","252","44","406.068","230","308.40","237","7.05"
"T20","829729",96,2,9229,"SL Malinga","63.818","164","40","276.894","141","195.40","149","6.79"
"T20","829729",96,2,9593,"KA Pollard","80.000","245","26","400.249","236","294.40","237","7.26"
"T20","829729",96,2,11867,"P Suyal","29.909","18","28","41.664","0","0.00","6","2.25"
"T20","829731",84,2,1581,"Yuvraj Singh","17.500","6","10","6.792","0","0.00","1","1.25"
"T20","829731",84,2,2515,"DJ Muthuswami","27.917","12","20","18.372","0","0.00","6","3.00"
"T20","829731",84,2,2619,"JP Duminy","92.500","559","17","708.953","545","717.60","548","7.68"
"T20","829731",84,2,4906,"NM Coulter-Nile","49.167","59","26","94.536","36","23.68","45","6.53"
"T20","829731",84,2,6075,"A Mishra","32.083","12","14","13.584","0","0.00","3","1.88"
"T20","829731",84,2,7881,"AD Mathews","75.000","148","38","173.290","125","173.00","133","6.73"
"T20","829731",84,2,9930,"Imran Tahir","58.750","112","35","182.784","89","111.80","94","6.29"
"T20","829731",85,1,1001,"KV Sharma","17.083","12","25","13.584","0","0.00","2","1.25"
"T20","829731",85,1,1567,"A Ashish Reddy","80.583","152","15","254.956","141","152.80","144","8.52"
"T20","829731",85,1,2615,"B Kumar","87.500","138","21","214.741","115","187.92","124","5.41"
"T20","829731",85,1,7129,"RS Bopara","26.500","24","38","29.432","0","0.00","6","1.88"
"T20","829731",85,1,8228,"DW Steyn","59.250","109","27","179.136","86","113.60","96","6.52"
"T20","829731",85,1,13369,"P Kumar","66.583","134","38","162.898","111","155.00","119","6.59"
"T20","829733",87,1,5214,"M Morkel","71.111","189","27","322.049","167","221.36","178","6.25"
"T20","829733",87,1,8757,"PP Chawla","16.667","24","29","33.222","0","0.00","6","2.00"
"T20","829733",87,1,9003,"SP Narine","51.667","126","17","224.658","103","82.08","114","8.02"
"T20","829733",87,1,10809,"AD Russell","60.556","188","39","290.066","166","250.72","172","5.87"
"T20","829733",87,1,11714,"UT Yadav","83.333","303","33","444.885","282","400.80","290","6.79"
"T20","829733",91,2,851,"NLTC Perera","51.111","157","33","198.310","134","173.20","142","6.78"
"T20","829733",91,2,2598,"AR Patel","12.222","12","22","14.784","0","0.00","4","2.50"
"T20","829733",91,2,6001,"Anureet Singh","18.333","24","37","38.430","0","0.00","7","1.81"
"T20","829733",91,2,11849,"Sandeep Sharma","91.111","554","25","841.806","534","830.44","545","6.41"
"T20","829733",91,2,14059,"MG Johnson","59.444","131","41","232.813","109","94.56","116","7.87"
"T20","829735",86,2,4168,"R Ashwin","24.167","12","21","14.268","0","0.00","0","0.00"
"T20","829735",86,2,6720,"MM Sharma","41.333","24","33","40.620","0","0.00","7","1.81"
"T20","829735",86,2,7789,"DJ Bravo","76.000","137","30","236.393","124","133.44","126","8.26"
"T20","829735",86,2,8640,"A Nehra","36.500","24","32","34.753","0","0.00","7","1.94"
"T20","829735",86,2,12869,"IC Pandey","49.500","12","12","19.296","0","0.00","6","3.00"
"T20","829735",86,2,14658,"RA Jadeja","87.500","181","29","311.053","158","173.76","164","8.12"
"T20","829735",96,1,2066,"Ankit Sharma","76.667","158","26","190.376","141","195.40","148","7.00"
"T20","829735",96,1,3804,"SR Watson","35.000","12","20","18.985","0","0.00","5","3.50"
"T20","829735",96,1,6062,"PV Tambe","82.500","156","36","246.834","133","217.68","138","5.34"
"T20","829735",96,1,6600,"DJ Hooda","26.667","12","22","17.971","0","0.00","2","1.13"
"T20","829735",96,1,7374,"JP Faulkner","58.333","120","26","150.499","97","127.00","108","6.73"
"T20","829735",96,1,10877,"STR Binny","42.500","6","5","7.134","0","0.00","4","5.00"
"T20","829735",96,1,14460,"CH Morris","95.000","229","19","370.260","206","344.16","219","5.79"
"T20","829737",92,2,3981,"JJ Bumrah","57.000","207","39","309.594","184","255.60","192","6.93"
"T20","829737",92,2,4633,"MJ McClenaghan","90.000","283","43","420.481","260","356.80","271","7.14"
"T20","829737",92,2,7983,"Harbhajan Singh","80.000","243","27","366.287","222","320.04","232","6.90"
"T20","829737",92,2,9229,"SL Malinga","69.000","241","35","355.219","218","282.00","229","7.10"
"T20","829737",92,2,9593,"KA Pollard","30.000","6","9","12.702","0","0.00","1","1.50"
"T20","829737",92,2,12611,"HH Pandya","21.500","18","37","33.240","0","0.00","4","1.67"
"T20","829737",94,1,582,"VR Aaron","33.000","24","50","45.744","0","0.00","13","3.63"
"T20","829737",94,1,2434,"AN Ahmed","22.000","24","59","50.513","0","0.00","7","2.00"
"T20","829737",94,1,4983,"YS Chahal","55.000","77","28","128.026","55","69.80","64","6.62"
"T20","829737",94,1,7640,"Iqbal Abdulla","39.000","24","35","39.836","0","0.00","10","2.88"
"T20","829737",94,1,9800,"D Wiese","100.000","779","33","1619.322","759","884.40","765","8.31"
"T20","829739",85,1,3420,"YK Pathan","18.636","6","9","6.750","0","0.00","0","0.00"
"T20","829739",85,1,5214,"M Morkel","77.818","218","30","297.792","196","293.32","208","6.32"
"T20","829739",85,1,8757,"PP Chawla","84.545","274","27","309.375","252","346.00","259","7.09"
"T20","829739",85,1,9003,"SP Narine","52.091","109","38","165.333","86","136.32","96","5.41"
"T20","829739",85,1,10809,"AD Russell","32.636","18","21","25.962","0","0.00","8","3.25"
"T20","829739",85,1,11714,"UT Yadav","65.636","164","18","278.487","142","135.68","152","8.21"
"T20","829739",91,2,2515,"DJ Muthuswami","93.636","367","18","555.831","351","581.04","361","5.92"
"T20","829739",91,2,2619,"JP Duminy","18.636","6","10","6.750","0","0.00","2","2.50"
"T20","829739",91,2,4906,"NM Coulter-Nile","63.818","157","30","185.838","134","173.20","143","6.78"
"T20","829739",91,2,6075,"A Mishra","34.364","19","22","25.267","0","0.00","6","2.53"
"T20","829739",91,2,7881,"AD Mathews","26.273","18","33","28.044","0","0.00","2","0.67"
"T20","829739",91,2,9930,"Imran Tahir","73.727","176","30","285.848","153","171.04","157","8.00"
"T20","829741",86,1,2598,"AR Patel","86.000","304","30","477.535","282","384.00","287","7.08"
"T20","829741",86,1,6001,"Anureet Singh","52.000","90","41","165.366","67","73.44","73","7.15"
"T20","829741",86,1,6327,"Shivam Sharma","47.167","103","44","137.225","86","109.20","88","6.41"
"T20","829741",86,1,10490,"GJ Maxwell","12.500","6","15","7.770","0","0.00","1","1.25"
"T20","829741",86,1,11849,"Sandeep Sharma","42.333","72","25","141.445","49","37.28","60","7.08"
"T20","829741",86,1,14059,"MG Johnson","92.083","184","33","353.862","161","178.40","169","8.15"
"T20","829741",87,2,3255,"R Tewatia","73.750","167","31","216.265","150","202.40","155","6.96"
"T20","829741",87,2,3804,"SR Watson","13.333","6","13","7.770","0","0.00","0","0.00"
"T20","829741",87,2,6062,"PV Tambe","47.500","92","20","121.876","75","104.60","79","6.42"
"T20","829741",87,2,6600,"DJ Hooda","83.333","154","35","290.310","137","143.20","139","8.10"
"T20","829741",87,2,7374,"JP Faulkner","20.833","24","41","41.496","0","0.00","8","2.38"
